URL,MainTitle,SectionTitle,Content
https://police.utdallas.edu/,UT Dallas Police Department,Emergency Information,"For important information in case of an active emergency on campus, visit the Emergency Updates website."
https://isso.utdallas.edu/,International Students and Scholars Office | The University of Texas at Dallas,International Students and Scholars Office,"Serving our international students, scholars and visitors, campus units and university administration through accurate and prompt immigration services, programming, advocacy, and outreach."
https://isso.utdallas.edu/,International Students and Scholars Office | The University of Texas at Dallas,Have a question?,
https://isso.utdallas.edu/,International Students and Scholars Office | The University of Texas at Dallas,Popular Topics,I-20 Application Financial Requirements Late Arrival F-1 Employment Curricular Practical Training Post-Completion OPT STEM OPT Extension J-1 212e J-1 Resources
https://isso.utdallas.edu/,International Students and Scholars Office | The University of Texas at Dallas,Immigration Advising,"Serving our international students, scholars and visitors, campus units and university administration through accurate and prompt immigration services, programming, advocacy, and outreach."
https://isso.utdallas.edu/,International Students and Scholars Office | The University of Texas at Dallas,ISSO News,"Immigration News April 2025 April 16, 2025 Immigration News March 2025 March 5, 2025 Immigration News February 2025 February 5, 2025"
https://isso.utdallas.edu/,International Students and Scholars Office | The University of Texas at Dallas,Campus Events,
https://isso.utdallas.edu/,International Students and Scholars Office | The University of Texas at Dallas,Connect with Us,
https://isso.utdallas.edu/,International Students and Scholars Office | The University of Texas at Dallas,See What We're Up To,
https://soc.utdallas.edu/,Student Organization Center | The University of Texas at Dallas,Student Organization Center,"The Student Organization Center (SOC) provides programming and services for students and organizations looking to develop leadership skills, find new friends and maximize their college experience. There are over 400 registered student organizations on campus. Wherever your passions lie, you're sure to find a place to call home."
https://soc.utdallas.edu/,Student Organization Center | The University of Texas at Dallas,Services for Student Organizations,"Come to the SOC for assistance and support for your student organization. If we don't have what you need, we will work to help you get it. Organization mailboxes Organization storage lockers (limited availability) Computer and printing access Copying, laminating and poster printing Funding opportunities"
https://soc.utdallas.edu/,Student Organization Center | The University of Texas at Dallas,Want To Get Involved?,
https://soc.utdallas.edu/,Student Organization Center | The University of Texas at Dallas,Don't know where to begin?,Use the Student Organization Match Card to list your interests and we can contact you with recommendations on areas of involvement opportunities. We look forward to connecting with you!
https://soc.utdallas.edu/,Student Organization Center | The University of Texas at Dallas,Quick Links,Explore Organizations Student Organization Match Card Student Organization Manual (PDF) New Student Organization Application Poster Request Form SOC Reimbursement Form Copy Service Request Form Operating Funds Request Programming Funds Request Post Event Evaluation Organization Registration Form Registration Renewal Form Fiscal Report Form Advisor Shout-Outs
https://soc.utdallas.edu/,Student Organization Center | The University of Texas at Dallas,Student Organization Funding,"The Student Organization Center (SOC) provides two types of funding: Operating Funds and Programming Funds. Student organizations that are registered, and in good standing with the Student Organization Center, are eligible to request operating funds to be used for expenses necessary to maintain the organization throughout the year and/or purchase t-shirts. Student organizations that are registered with and in good standing with the Student Organization Center are eligible to apply for programming funds. Programming funds should be requested a minimum of 15 business days in advance (not including weekends or university holidays) of the event date. Further details on funding are available in chapter three of the Student Organization Manual (PDF) ."
https://soc.utdallas.edu/,Student Organization Center | The University of Texas at Dallas,Promote Your Next Event,
https://soc.utdallas.edu/,Student Organization Center | The University of Texas at Dallas,Use Digital Signage,"To improve the outreach of UT Dallas-affiliated organizations and departments, students are invited to submit advertisements for Student Affairs-managed digital signage monitors."
http://ic.utdallas.edu/emergency,Get Emergency Assistance - International Center | The University of Texas at Dallas,Get Emergency Assistance,
http://ic.utdallas.edu/emergency,Get Emergency Assistance - International Center | The University of Texas at Dallas,On This Page,If you are traveling outside the U.S. on behalf of the University If you are on campus F-1 or J-1 international students
http://ic.utdallas.edu/emergency,Get Emergency Assistance - International Center | The University of Texas at Dallas,If you are traveling outside the U.S. on behalf of the University,
http://ic.utdallas.edu/emergency,Get Emergency Assistance - International Center | The University of Texas at Dallas,"GetMedical, Security or Travel assistance","Call collect from anywhere in the world: +1 978-651-9722 Call toll free from US or Canada: 1-833-328-1091 Text only number: +1 844-302-5131 Email 24/7 Live Chat Add pre-loaded On Call contact to your mobile phone. Make sure you SAVE the contact after download. Identify yourself as a UT Dallas faculty, staff, or student."
http://ic.utdallas.edu/emergency,Get Emergency Assistance - International Center | The University of Texas at Dallas,If you are on campus,"In an emergency, dial 911 immediately In non-emergency situations, dial 972-883-2222 or extension 2222 from any campus phone to contact the UT Dallas Police Department ."
http://ic.utdallas.edu/emergency,Get Emergency Assistance - International Center | The University of Texas at Dallas,F-1 or J-1 international students,
http://ic.utdallas.edu/emergency,Get Emergency Assistance - International Center | The University of Texas at Dallas,If you Require Critical Immigration Emergency Assistance,"If you are in the U.S. and experiencing a critical immigration emergency outside International Center business hours, call the UT Dallas Police at 972-883-2222 . In the event of a disaster on the UT Dallas campus or in the surrounding area, international students with F-1 or J-1 status should follow the steps below related to their immigration status Locate important immigration documents: Passport, visa, I-94, I-20/DS-2019, Social Security card, driver's license, EAD card, credit cards, cash, plane ticket if applicable. Report your location and health status to the ISSO by calling 972-883-4189 or emailing ISSOCurrent@utdallas.edu . J-1 students whose DS-2019 was not issued by UT Dallas, contact their program sponsor. If you require repatriation or other emergency assistance and cannot contact ISSO or the UT Dallas Police, contact the Student and Exchange Visitor Program (SEVP) Response Center at 703-603-3400 or by emailing SEVP@ice.dhs.gov ."
https://ic.utdallas.edu/about/contact,Contact - International Center | The University of Texas at Dallas,Contact,Show All Administration and Operations International Initiatives International Students and Scholars Office Office of Immigrant and Citizenship Services Office of International Education
https://ic.utdallas.edu/about/contact,Contact - International Center | The University of Texas at Dallas,Hours and Location,"Monday-Friday, 9 a.m.- 5 p.m. Student Services Building 3rd floor"
https://ic.utdallas.edu/about/contact,Contact - International Center | The University of Texas at Dallas,Phone Numbers,
https://ic.utdallas.edu/about/contact,Contact - International Center | The University of Texas at Dallas,Email Addresses,ISSOProspective@utdallas.edu ISSOJ1@utdallas.edu OIE@utdallas.edu IRSO@utdallas.edu IPD@utdallas.edu Passport@utdallas.edu OICS@utdallas.edu
https://ic.utdallas.edu/about/contact,Contact - International Center | The University of Texas at Dallas,Mailing Address,"The University of Texas at Dallas International Center 800 W. Campbell Rd., SSB34 Richardson, TX 75080-3021 USA"
https://ic.utdallas.edu/about/contact,Contact - International Center | The University of Texas at Dallas,Administration and Operations,
https://ic.utdallas.edu/about/contact,Contact - International Center | The University of Texas at Dallas,International Initiatives,"Senior Manager Outreach and Recruitment, UTD Africa International Support Program Coordinator"
https://ic.utdallas.edu/about/contact,Contact - International Center | The University of Texas at Dallas,International Students and Scholars Office,International Student Success Specialist (ISA II)
https://ic.utdallas.edu/about/contact,Contact - International Center | The University of Texas at Dallas,Office of Immigrant and Citizenship Services,International and Immigrant Student Program Coordinator
https://ic.utdallas.edu/about/contact,Contact - International Center | The University of Texas at Dallas,Office of International Education,
https://icp.utdallas.edu/students/international-student-orientation,International Student Orientation - Intercultural Programs | UT Dallas,International Student Orientation,"The Intercultural Programs (ICP) Team congratulates you on your admission and welcomes you to UTD! International Student Orientation provides valuable information to ease your transition to university life. International Student Orientation is mandatory for all F and J graduate international students and exchange students and is optional as a resource for freshman and transfer students. International undergraduate freshman and transfer students are strongly encouraged to attend their mandatory Freshman and Transfer orientation respectively. International students learn about services, guidelines, and culture through International Student Orientation to accomplish successfully their educational purpose in the U.S. Additionally, optional campus customized Tours & Presentations and Virtual Information Sessions are available to complement the International Student Orientation. Also, ICP provides recommendations and relevant announcements to enhance your successful arrival to UTD and participation in the International Student Orientation (see below). ICP recommends downloading the UTD mobile application , which is customizable to meet student's needs. Once in the app, students are welcome to look for the ICP tile in the Student Life section and get important information about International Student Orientation and its resources. For questions regarding enrollment options in the event of travel restrictions, please contact your graduate or undergraduate program advisor."
https://icp.utdallas.edu/students/international-student-orientation,International Student Orientation - Intercultural Programs | UT Dallas,International Student Orientation,"International Student Orientation is a great opportunity to meet and interact with peers, staff, and leaders. Students are required to complete successfully the International Student Orientation , including the online Pre-Arrival Modules. The Pre-Arrival Modules are a pre-requisite to attend the in-person International Student Orientation."
https://icp.utdallas.edu/students/international-student-orientation,International Student Orientation - Intercultural Programs | UT Dallas,sUMMER 2025 | FALL 2025,
https://icp.utdallas.edu/students/international-student-orientation,International Student Orientation - Intercultural Programs | UT Dallas,Pre-Arrival Modules,"Students will obtain guidance and resources that will be helpful prior to their arrival in the U.S. and to the UT Dallas campus by completing the Pre-Arrival Modules. Online through eLearning (not live). You will receive a certificate when you have successfully completed all the modules. You do not need to send us proof of completion. Students must complete the Pre–Arrival Modules between Tuesday , April 1, 2025 (10 am – CST ) and one day before attending the in-person International Student Orientation. Navigate to eLearning and log in with your NetID and password. Under My Organizations , find and click on Pre-Arrival Modules for International Students Click on Pre-Arrival Modules to begin. Notes: (a) It is recommended you use Google Chrome or Firefox as your internet browser. (b) If you have yet not created your UT Dallas Net ID and password, do so at the Net ID website . (c) DUO authentication will be required for students who have not enrolled in academic courses."
https://icp.utdallas.edu/students/international-student-orientation,International Student Orientation - Intercultural Programs | UT Dallas,In-Person Orientation,"After completing the Pre-Arrival Modules, students will obtain guidance and helpful resources to start their academic and cultural journey at UT Dallas with success by attending International Student Orientation (ISO). Register via Galaxy on or after Tuesday, April 1, 2025 (10 am – CST). View registration instructions (pdf) ."
https://icp.utdallas.edu/students/international-student-orientation,International Student Orientation - Intercultural Programs | UT Dallas,Virtual Information Sessions,"ICP Team, in partnership with campus and off campus stakeholders, offers Virtual Information Sessions on a variety of topics that are beneficial to new international students in preparation for their successful arrival to UT Dallas. Registration is not required. Fall 2025 students are welcome to attend the scheduled Virtual Information Sessions (see table below). Please note that recorded Virtual Information Sessions are available in the ICP YouTube channel . Please note that Virtual Information Sessions do not substitute for the International Student Orientation. Students will learn how the ICP Team, campus and off campus stakeholders can assist them in preparation for their arrival to UT Dallas, complementing International Student Orientation. Virtual sessions will be accessible via Live Microsoft Teams. Click the Virtual Information Session of your choice (table above) to see its description and to join the Teams' session. The Virtual Information Sessions will be recorded and posted on YouTube. Please allow two (2) business days for videos to be uploaded to YouTube. Downloading Microsoft Teams to your desktop or laptop computer will provide the fastest access to the Information Sessions but is not required, as the events can be watched in your internet browser. The Microsoft Teams app is needed if you are joining from a mobile device. All audience members will be muted when entering the meeting and will have the opportunity to pose questions in writing via the ""Q&A"" function on the right side of the screen at the end of the presentation. Live closed captioning is available to all attendees. Please look for the CC button when you join the meeting. If you have questions related to technical issues during the event, please contact the UT Dallas Help Desk , via chat or telephonically at (+1) 972-883-2911 Times listed are in Central Standard Time (CST). You can use a World Clock Converter to find the exact time in your location."
https://icp.utdallas.edu/students/international-student-orientation,International Student Orientation - Intercultural Programs | UT Dallas,Optional Tours and Presentations,"Fall 2025 new international students are welcome to participate in exclusive tours and presentations in partnership with the McDermott Library , Office of Information Technology , Student Health Center , University Recreation , and Texas Department of Public Safety . Hosts will offer prizes, giveaways, and more to attendees. Registration is not required. Consult details in table below."
https://icp.utdallas.edu/students/international-student-orientation,International Student Orientation - Intercultural Programs | UT Dallas,Objective,Students will learn from campus and external stakeholders customized and practical guidance to smooth their transition to the UT Dallas community.
https://icp.utdallas.edu/students/international-student-orientation,International Student Orientation - Intercultural Programs | UT Dallas,Format,
https://icp.utdallas.edu/students/international-student-orientation,International Student Orientation - Intercultural Programs | UT Dallas,Recommendations & Announcements,"Comet Cruiser 883 buses (neighborhood bus service) start running at 7 a.m. every 9 minutes Monday through Thursday and every 12 minutes on Fridays. The 883 East and 883 East Express buses start running at 7 a.m. every 30 minutes. View the Comet Cruiser schedule online . Please, plan strategically an EARLY arrival to the International Student Orientation (ISO). ISO check-in starts 90 minutes and ends 30 minutes before the beginning of each ISO. Students should board EARLY. The best way to minimize overloading is to arrive early. ICP does not recommend waiting for the last bus before the event since that will most likely be full and you will be late. Late arrival to ISO may prevent you from participation. No pass, ID, payment, or fare is required for Comet Cruiser (883 buses). Be sure to stand at the bus stop. The buses cannot stop anywhere except at the bus stop. Once the bus leaves the bus stop, it cannot stop again so you need to be at their stop early, and ready to board. Avoid jaywalking to bus stops. Only cross roadways at pedestrian crosswalks to access bus stops (especially important for those living at 7421 at Frankford, and the Frankford Estates!). The bus times listed on the website are DEPARTURE times, not arrival times. Students should be at their stop ~5 minutes early to avoid missing their bus. No open food or drinks are allowed on the Comet Cruiser. Summer 2025 ISO will take place in the Student Union (SU), Galaxy Rooms A, B, & C . Fall 2025 ISO will take place in the Edith O'Donnell Arts & Technology Building (ATC) Lecture Hall . Please check the location of the ISO based on the confirmation email you received after registration. View the campus map for additional assistance. Big Howdy will offer airport pickups for Fall 2025 new international students. If you require this service, submit your registration beginning mid-June."
https://icp.utdallas.edu/students/international-student-orientation,International Student Orientation - Intercultural Programs | UT Dallas,Frequently Asked Questions,"The in-person International Student Orientation session includes such topics as cultural shock, health and insurance, student's conduct (Title IX, sexual misconduct, and academic success), campus safety, U.S. academic culture, among others. Pre-Arrival Modules: 30 to 45 minutes In-Person Orientation Session: half-day session (about 5 hours) DUO authentication will be required for students who have not enrolled in academic courses. For questions or concerns regarding DUO authentication, students can contact the OIT Helpdesk by live chat at oit.utdallas.edu/helpdesk or call 972-883-2911 . The International Student Orientation fee is $50 USD, which is applied automatically in the student's UTD account. The cost covers the following (this is an institutional scale operation): The Guide (annual publication for new international students), ICP portfolio, including campus resources, meals, extended UT Dallas Comet cruise bus services, airport pickup buses, ISO supplies, among others. Summer semester new students cannot change the International Student Orientation session since only one session will be offered. Fall semester new students can resubmit the International Student Orientation registration form in Orion and select a new session at least 24 hours after submitting your first registration form. Please see the International Student Orientation Registration Instructions (pdf) . If the preferred date to attend International Student Orientation is not showing in Orion, then that date is already at full capacity for attendance. Students can choose an alternative date to attend. Additionally, students can consult Orion later to check if the preferred date becomes available as other students may change their orientation. See the International Student Orientation Registration Instructions (pdf) . If the student does not complete Pre-Arrival Modules and International Student Orientation, a hold will be assigned to the student's UTD account, effective by Census Day, restricting registration of classes in the following academic term. The TB test is mandatory for all students born outside the United States. The TB test must be performed after arriving to the U.S. All Summer international students should contact the Student Health Center to schedule a TB test appointment. Fall graduate and exchange international students will receive a link to schedule a TB test appointment after registering to International Student Orientation, which will be activated by the Student Health Center by the beginning of July 1. Fall undergraduate international students should schedule their TB test using the Health Center Patient Portal by July 1. To learn more about the TB requirement, visit the Student Health Center immunizations webpage . Contact the Student Health Center for any questions regarding the TB test requirement. All students that are under the age of 22 are required to receive the meningitis vaccination : For Summer 2025 semester, meningitis vaccine must be taken between June 2, 2020 and May 23, 2025. For Fall 2025 semester, meningitis vaccine must be taken between August 25, 2020 and August 15, 2025. For questions regarding this requirement, please contact the Office of the Registrar at records@utdallas.edu . Students are welcome to monitor UT Dallas Community Health Promotion for public health guidelines. Health insurance is required for all F-1, F-2, J-1, and J-2 international students. Students can find more information on the Student Health Insurance webpage . Students may be eligible for a health insurance waiver if they satisfy the Student Health Insurance's requirements. For more information, consult the Student Health Insurance webpage, section of waivers . Holds on student's account prevent the registration of classes. To view all holds on account, students should use their Net-ID and Password to log in to Galaxy . In ""Orion Student Center,"" students can click on ""Holds"" and view all existing holds on their accounts. If students click on each individual hold, students will be able to see more information about which department has put the hold and why. The department that puts the hold on is the only department that can take the hold off. Thus, students should directly contact the corresponding department to discuss how to release the hold. Students will receive a tuition and fee bill after registering for classes. For more information regarding tuition and fees, visit the Bursar Office webpage . For information about payment deadlines, students can consult the corresponding Academic Calendar for Summer or Fall . Face masks : UTD encourages members of the University community to follow the Center for Disease Control and Prevention's guidelines for the use of masks. If you are immunocompromised, we highly recommend wearing a face mask for International Student Orientation. International travel : Please note that effective May 12, 2023, noncitizen nonimmigrant air passengers no longer need to show proof of being fully vaccinated with an accepted COVID-19 vaccine to board a flight to the United States. For more information, please consult the Centers for Disease Control and Prevention (CDC) . Vaccination: The COVID-19 vaccination is not mandatory at UTD. However, UTD faculty, staff and students are highly encouraged to get vaccinated against COVID-19. Students can book an appointment to get the vaccine on campus through the Health Center Patient Portal or a local vaccine provider . For questions regarding enrollment options in the event of travel restrictions, please contact your graduate or undergraduate program advisor. To find your program advisor please visit the Academic Programs website: utdallas.edu/academics . Click on your major and degree level. This will take you to an information page about your degree program, including department contact information. If you are not able to arrive on time, please consult ISSO late arrival information. New international students are encouraged to consult the Intercultural Programs (ICP) webpage, section of Pre-Arrival Resources and Post-Arrival Resources ."
https://icp.utdallas.edu/engagement,Global Engagement - Intercultural Programs | UT Dallas,Global Engagement,"Get involved, participate or volunteer to develop intercultural skills necessary to succeed in a globalized world. Explore the opportunities UT Dallas offers for you to become globally engaged."
https://icp.utdallas.edu/engagement,Global Engagement - Intercultural Programs | UT Dallas,iFriend,iFriend is a cultural exchange program where students can make new friends. International and American students learn from each other and take part in shared cultural activities. Brought to you by Intercultural Programs.
https://icp.utdallas.edu/engagement,Global Engagement - Intercultural Programs | UT Dallas,iWeek,"International Week (iWeek) is a university tradition that celebrates international cultures. UT Dallas serves more than 6,000 international students from more than 100 countries. Brought to you by Intercultural Programs."
https://icp.utdallas.edu/engagement,Global Engagement - Intercultural Programs | UT Dallas,Education Abroad,"Studying abroad allows students to immerse themselves in another culture and expand their worldview. Programs range from full semesters to short faculty-led programs, including study or internships abroad."
https://icp.utdallas.edu/engagement,Global Engagement - Intercultural Programs | UT Dallas,Instagram Live Events,Participate in live events exploring global engagement and intercultural competence by following UTD Intercultural Programs on Instagram . Image Credit: Today Testing (For derivative) – https://todaytesting.com/free-social-media-marketing-free-images/ ; This file was derived from: Keyboard Close Up.jpg
https://icp.utdallas.edu/engagement,Global Engagement - Intercultural Programs | UT Dallas,Peace Corps Prep Program,"Image Credit: Photo courtesy: Ⓒ Peace Corps, Nepal The Peace Corps Prep Program offers a special opportunity for UT Dallas undergraduate students to combine their coursework, volunteer service, and hands-on experience while advancing toward a certificate offered by Peace Corps."
https://icp.utdallas.edu/engagement,Global Engagement - Intercultural Programs | UT Dallas,Intercultural Online Courses,Free online courses for flexible individual learning to improve intercultural and language skills. Communicating across cultures Intercultural communication Introduction to intercultural studies: defining the concept of culture
https://icp.utdallas.edu/engagement,Global Engagement - Intercultural Programs | UT Dallas,Cultural Student Organizations,"Festivals, celebrations and events organized by cultural student organizations from multiple countries and regions of the world. Brought to you by Student Organization Center ."
https://icp.utdallas.edu/engagement,Global Engagement - Intercultural Programs | UT Dallas,Regional Cultural and Educational Centers,"Resources, events and educational programs to enhance global understanding. Center for Asian Studies Center for U.S. – Latin America Initiatives . Center for Translation Studies . Brought to you by the Office of the Provost and the School of Arts, Humanities, and Technology ."
https://icp.utdallas.edu/engagement/ifriend,iFriend - Intercultural Programs | The University of Texas at Dallas,iFriend,"iFriend is a cultural exchange program where you can learn about how to interact with someone from another culture, make new friends, and be ready to work with global teams after graduation. Students are paired or grouped together and take part in intercultural training and cultural events."
https://icp.utdallas.edu/engagement/ifriend,iFriend - Intercultural Programs | The University of Texas at Dallas,Registration,Registration runs January 21 (10am CT) – January 31 (5pm CT) | Email icprograms@utdallas.edu
https://icp.utdallas.edu/engagement/ifriend,iFriend - Intercultural Programs | The University of Texas at Dallas,Program Objectives,"Demonstrate awareness of personal strengths, weaknesses, interpersonal style and behavioral tendencies, and how they impact others. Demonstrate a willingness to explore different ideas, values, norms and behaviors. Demonstrate interest in other cultures and the people who live them. Demonstrate the ability to respectfully interact with diverse populations and build relationships with people from other cultures."
https://icp.utdallas.edu/engagement/ifriend,iFriend - Intercultural Programs | The University of Texas at Dallas,How it Works,Registration for iFriend opens on the first day of the new semester. Registration for iFriend does not guarantee acceptance. iFriends may be matched on the following criteria: Gender preference. Academic classification/degree level. Academic major.
https://icp.utdallas.edu/engagement/ifriend,iFriend - Intercultural Programs | The University of Texas at Dallas,Expectations of Program Participation,"Participants in iFriend are expected to commit to the following: Complete iFriend training prior to participating in the program (only first-time program participants). Attend the iFriend Kick-Off event at the beginning of the semester. Meet regularly with your iFriend on a mutually satisfactory basis. Attend ""Introduction to Intercultural Competence"" event and at least one other Intercultural Programs (ICP) in-person event during the semester. Attend the iFriend Farewell event during the last week of the program. Comply with Student Code of Conduct . iFriend participants have the opportunity to receive a certificate of participation by meeting the requirements listed below. The Certificate of Participation shows your involvement and dedication in the program and gives participants a document detailing their participation. iFriends can email ICPrograms@utdallas.edu for more information and for the form to apply for the Certificate of Participation. Complete iFriend training prior to participating in the program. For first-time program participants only Attend the iFriend kick-off at the beginning of the semester. Regularly meet with your iFriend on a mutually satisfactory basis. Attend ""Introduction to Intercultural Competence"" training hosted by Intercultural Programs. Attend at least one Intercultural Programs (ICP) in-person event during the semester. Attend the iFriend Farewell event during the last week of the program. Compose a written reflection piece of your experience in the program using any 2 program objectives as prompts. Reflection pieces should be between 100-200 words."
https://icp.utdallas.edu/engagement/ifriend,iFriend - Intercultural Programs | The University of Texas at Dallas,Spring 2025,"iFriend participants will have the opportunity to attend in person events and participate in activities with their iFriends. iFriends will achieve all or some of the objectives of the iFriend program, enhancing their intercultural competence. iFriend can choose to meet in person or virtually based on their availability. iFriends will be able to participate in customized events throughout the semester. iFriends will have the opportunity to obtain the iFriend Certificate upon completion of program's criteria."
https://icp.utdallas.edu/students/pre-arrival-resources,Pre-Arrival Resources - Intercultural Programs | The University of Texas at Dallas,Pre-Arrival Resources,Welcome to UT Dallas. We are committed to your success and to help you integrate into campus life. Please review the resources we have prepared for you.
https://icp.utdallas.edu/students/pre-arrival-resources,Pre-Arrival Resources - Intercultural Programs | The University of Texas at Dallas,New International Student Checklist,Track important assignments you must complete prior to and after arrival in the U.S. The New International Student Checklist is divided into two parts: pre-arrival to the U.S. and post-arrival. Use this checklist to keep track of all the important assignments you must complete as you prepare to register for classes.
https://icp.utdallas.edu/students/pre-arrival-resources,Pre-Arrival Resources - Intercultural Programs | The University of Texas at Dallas,Information Sessions,Watch live and/or recorded presentations from Intercultural Programs and UT Dallas Staff about important topics for new international students.
https://icp.utdallas.edu/students/pre-arrival-resources,Pre-Arrival Resources - Intercultural Programs | The University of Texas at Dallas,Housing,Learn about the on- and off-campus housing options available to international students.
https://icp.utdallas.edu/students/pre-arrival-resources,Pre-Arrival Resources - Intercultural Programs | The University of Texas at Dallas,Travel Guide to UT Dallas,Review travel information about getting to and navigating around Dallas.
https://icp.utdallas.edu/students/pre-arrival-resources,Pre-Arrival Resources - Intercultural Programs | The University of Texas at Dallas,Big Howdy,"Enjoy the services of Big Howdy , a community partner of UT Dallas, including airport pickups for new international students."
https://icp.utdallas.edu/students/pre-arrival-resources,Pre-Arrival Resources - Intercultural Programs | The University of Texas at Dallas,Living in Dallas-Fort Worth Metroplex,"Find useful information about preparing for life in the Dallas-Fort Worth Metroplex , including transportation, managing your finances, mobile phones, shopping and cultural resources."
https://icp.utdallas.edu/students/pre-arrival-resources,Pre-Arrival Resources - Intercultural Programs | The University of Texas at Dallas,New Student Guide,Review The New Student Guide (pdf) to learn about services available at UT Dallas.
