URL,MainTitle,SectionTitle,Content
https://galaxy.utdallas.edu/,Galaxy | The University of Texas at Dallas,ECRT,Launch the Effort Certification Reporting Technology tool.
https://galaxy.utdallas.edu/,Galaxy | The University of Texas at Dallas,Employee Assistance Program,"The Deer Oaks EAP offers a wide variety of counseling, referrals and consultation services."
https://galaxy.utdallas.edu/,Galaxy | The University of Texas at Dallas,eLearning,Visit eLearning to access your academic information.
https://galaxy.utdallas.edu/,Galaxy | The University of Texas at Dallas,JIRA,Link to the JIRA Project Tracking tool. Requires a NetID with a valid JIRA account to login.
https://galaxy.utdallas.edu/,Galaxy | The University of Texas at Dallas,MS Teams,Launch the Microsoft Teams web client to collaborate with colleagues.
https://galaxy.utdallas.edu/,Galaxy | The University of Texas at Dallas,My Parking,"Manage your parking account: purchase permits, pay or appeal citations."
https://galaxy.utdallas.edu/,Galaxy | The University of Texas at Dallas,Office 365,"Email on Office 365. For students, retirees and migrated faculty and staff."
https://galaxy.utdallas.edu/,Galaxy | The University of Texas at Dallas,OnBase,Launch the OnBase Document Management tool. Requires an OnBase account.
https://galaxy.utdallas.edu/,Galaxy | The University of Texas at Dallas,Copyright Information,© The University of Texas at DallasQuestions or comments about this page?
https://www.utdallas.edu/directory,Directory | The University of Texas at Dallas,Directory,"Search for UT Dallas students, faculty and staff by entering a name, email address or campus phone number in the search box. Use “filter by” to search using multiple criteria. NameCampus PhoneE-mailEveryoneStudentFacultyStaffFaculty & Staff All DepartmentsAcademic Affairs and ProvostAcademic Bridge ProgamAccessAbility Resource CenterAccounting & Business Law ResearchAccounting & Financial ReptAckerman CenterActivity CenterAES T&F Off-SetAlumni CenterAlumni RelationsAnalog CenterAnnual Financial ReportingArcher CenterArt & PerformanceArts Humanities & TechnologyArts Huma Tech TransitionArts TechnologyAthleticsAthletics ScholarshipsAudit and Advisory ServicesAuxiliary ServicesBasic Needs Resource CenterBass ConferenceBehavioral And Brain SciencesBioengineeringBiological SciencesBudgetBudget – CentralBursar – CentralBursar OfficeCallier Center CommunicationCampus Resource CentersCampus Resources & SupportCampus Support InitiativesCareer CenterCBH BPICBH BrainomicsCBH ChapmanCBH Community RelationsCBH FilbeyCBH KrawcyzkCBH LeeCBH RypmaCBH SpenceCecil Ethics ChairCenter for Asian StudiesCenter for Brain HealthCenters For ValuesCentral Business OfficeCentraltrakCentral University FundingChemistryChessCOHORT MBAComet Card OfficeComet Culture CenterCommunications and MarketingCommunity EngagementCommunity Standards & ConductComputer ScienceContract AdministrationCriminologyCrow Museum of Asian ArtCtr Analys Prop Rights&InnovatCTR Decision & Risk AnalysisCTR Excellence in Corp GovernCtr Financial Strategy InnovatCTR for Global BusinessCTR Information Tech & MgmtCTR Innov & EntrepreneurshipCTR Intelligent Supply NetworkCtr Internal Audit ExcellenceCTR Intl Accounting Oil GasCyber Infrastructure & ResearchDean of StudentsDebateDevelopment – FundraisingDevelopment – Gift HoldingDevelopment Campus EnchancementDevelopment ManagementDevelopment & Alumni RelationsDigital TransformationEconomic Political and PolicyEconomicsEditorial ServicesECS Student ServicesEducational Technology ServiceElectrical EngineeringEmerging Media and CommEmployee BenefitsEmployee Engagement ProgramsEngineering & Computer EngrEngineering InnovationEnrollment ManagementEnrollment ServicesEnterprise Tech Innov & ServicEnvironmental Health & SafetyEOD Institute for Art HistoryEthics & CPA Review ProgramEVP Acad Affairs and ProvostExecutive CommunicationsExecutive EducationExecutive Vice PresidentFacilities Callier CBHFacilities ManagementFinance&MgrlEcon ResearchFinance – CentralFinance FundsFinancial AidFinancial Mgmt ServicesFraternity & Sorority LifeGalerstein Community CenterGeography & Geospatial ScienceGifts for ResearchGraduate EducationHealthcare Mgmt ResearchHigh Performance Computing CtrHonors CollegeHousing OperationsHuman ResourcesInformation SecurityInformation SystemsInnovation & CommercializationInnovation Cloud & Platform SvInst Success & Decision SupportInstitute for Urban PolicyInstitutional ComplianceInstitutional Risk & SafetyInstitutnl Scholarship AdminIntegrity and OutreachIntercultural ProgramsInterdisciplinary StudiesInternal AuditInternational CenterInternational Student ServicesInternational Studies ProgramInventory And Surplus ControlIPE-PPPEISOM Tech ProgramIT Business Ops and SvcsIT/IS CentralLEARNLiving Learning CommunitiesLogistics and DistributionManagementManagement External AffairsMarketingMarketing ResearchMaterial Science EngineeringMathematical SciencesMcDermott Student ProgramsMechanical EngineeringMedia RelationsMedical DevicesMilitary and Veteran CenterMorris Hite CenterNanotech InstituteNational Merit T&F Off-SetNatural Sciences and MathNetwork & Telecom ServicesNon-Merit T&F Off-SetNRUF Central HoldingNRUF Research SupportNS&M Deans OfficeOBF Integrated Technology ServOBF Support ServicesOff of Govt & Commu RelationsOffice of AdministrationOffice of Institutional Equity and ComplianceOffice of Legal AffairsOffice of the PresidentOffice of the CTOOffice of the VP IT/CIOOrg, Strgy & Intnl Mgt ResearcOther ResearchOther SupportOzer Contracts & GrantsParking & Transportation SrvcsPayrollPayroll – CentralPhysicsPolitical SciencePrinting DivisionPrint ShopProcurement ManagementProcurement Mgmt – CentralProvost InstructionalProvost Special ProgramsPublic & Nonprofit ManagementPublic AffairsRA T&F Off-SetReceivables & Sponsored AcctReceiving and MailRecords & RegistrationResearch Operations & LabsResidential LifeRFS Debt FundingSAP ProgramScience/Math EducationShared ServicesSociologySpace SciencesSponsored Programs AdministratSTEM Outreach & Education CtrStud & Empl Success InitiativesStrategic Planning & AnalysisStudent AffairsStudent Affairs MarketingStudent Counseling CenterStudent DevelopmentStudent EmploymentStudent Health CenterStudent MediaStudent Organization CenterStudent Transition InitiativesStudent Transition ProgramsStudent UnionStudent VolunteerismStudent Wellness CenterSustain Earth Systems ScienceSUAAB/Meteor TheatreSystem EngineeringSystems & OperationsTA T&F Off-SetTCSTeaching CenterTech Experience & InnovationTechnology ResourcesTexas Schools ProjectTheater and DanceTitle IX InitiativesTraining & Education ProgramsTransfer T&F Off-SetTranslation CenterTSPUndergraduate EducationUniversity EventsUniversity LibraryUniversity PoliceUTD BrainHealth MRI CenterVital LongevityVP Budget & FinanceVP Office OperationsVP for Research and InnovationWeb ServicesZAcademic TeamsZAcct&BusLawNon-ResearchSupportZAdler Contracts & GrantsZApplied BiologyZATECZBardhan Contracts & GrantsZBusiness IntelligenceZCBH HartZCBH MarquezZCBH VannesteZCCJSZCenter For Translation StudiesZCISMZChessZCommunity Standards & ConductZCTR Finance Strategy InnovationZCUSLAIZDean Arts Humanities TechZEugene McDermott Grad FellowsZExternal AffairsZFinance & Mgrl Econ NonResrchZGraduate Marketing CertificationZHealthcare Mgmt Non-ResearchZHolocaust StudiesZInfo Sys & Oper Mgt Non RsrchZInformation Security – CentralZInstitutional Equity & EEOZJSOM Cntrs Tree Node – No HireZJSOM Finance Tree Node No HireZLearning TechnologiesZLithospheric StudiesZMarketing Non-Research SupportZMarketing ProgramsZMcDermott ScholarsZMobile LabZNRUF Seed GrantsZNRUF Small GrantsZOffice of AdvancementZOrg, Strgy Intnl Non-Rsrch SupZScience and Engineer Ed CenterZSDARZStudent Success CenterZUTEACHAll MajorsAccountingActuarial ScienceAmerican StudiesApplied Cognition and Nsc.Applied MathematicsApplied PhysicsApplied SociologyArt and PerformanceArts, Technology, and EmergingAudiologyBiochemistryBioinform and Comput BiologyBiologyBiomedical EngineeringBiomedical SciencesBiotechnologyBusiness AdministrationChemistryChild Learning and DevelopmentCognition and NeuroscienceCognitive ScienceComm Sciences and DisordersCommunication DisordersComputer EngineeringComputer ScienceCriminologyEconomicsElec Engineering-MicroelectronElec Engineering-TelecommunicElectrical EngineeringEmerging Media and CommunicatiEngineering MathematicsFinanceGender StudiesGeographyGeosciencesGeospatial Information ScienceGeospatial Information ScienceGrad Limited UGRD Crse OnlyGraduate Non-DegreeGraduate Non-Degree ExecHealthcare ManagementHistorical StudiesHistoryHUMA – Studies in LiteratureHuman Dev-Early Childhood DisHumanities-Aesthetic StudiesHumanities-History of IdeasHumanitiesInfo Technology and MGTInterdisciplinary StudiesInternational MGT StudiesInternational Political EconLiterary StudiesManagement ScienceMaster of Bus Admin – CohortMaster of Bus Admin – ExecMaster of Business AdminMaster of Public AffairsMaster of Public PolicyMaterial Science and EnginMathematical SciencesMathematics EducationMBA – GlobalMechanical EngineeringMgmt and Admin SciMGT and Admin SciencesMolecular and Cell BiologyMolecular BiologyNeurosciencePhilosophyPhysicsPolitical Sci-Constitutnl LawPolitical Sci-Legslatv StudiesPolitical SciencePsychological SciencesPsychologyPublic AdministrationPublic AffairsPublic Policy and Political EcScience EducationSociologySoftware EngineeringSpeech-Language Path and AudStatisticsSupply Chain ManagementTeacher EducationTelecommunications EngineeringUndecidedUndergraduate StudiesAll SchoolsArts, Humanities, and TechnologyBehavioral and Brain SciencesEconomic, Political and Policy SciencesEngineering and Computer ScienceInterdisciplinary StudiesManagement/AdministrationNatural Sciences and MathematicsUndergraduate Studies"
https://www.utdallas.edu/directory,Directory | The University of Texas at Dallas,Helpful Contacts,General Information972-883-2111UT Dallas Police911(emergency)972-883-2222
https://www.utdallas.edu/directory,Directory | The University of Texas at Dallas,Copyright Information,© The University of Texas at DallasQuestions or comments about this page?
https://www.utdallas.edu/academics/calendar/,Academic Calendar - The University of Texas at Dallas,Academic Calendar,See important dates in the UT Dallas academic calendar. Related PagesRelated PagesAcademic ResourcesCertificatesAcademic CalendarDegreesSchoolsSpring 2025View the Full CalendarFull-Term SessionKey EventsDateLast day for regular registrationJan. 16University closed: Martin Luther King Jr. DayJan. 20Classes beginJan. 21End of late registration and last day to add/swapJan. 28Census Day; Last day to drop without a “W”Feb. 5Withdrawal period endsApril 9No classes: Spring breakMarch 17-23Last day of classesMay 9Reading dayMay 10Final examsMay 12-16First 8-Week SessionKey EventsDateLast day for regular registrationJan. 16University closed: Martin Luther King Jr. DayJan. 20Classes beginJan. 21Census Day; End of late registration and last day to add/swap or drop without a “W”Jan. 28Withdrawal period endsFeb. 24Last day of classesMarch 10Final examsMarch 11-15Second 8-Week SessionKey EventsDateNo classes: Spring breakMarch 17-23Last day for regular registrationMarch 20Classes beginMarch 24Census Day; End of late registration and last day to add/swap or drop without a “W”March 31Withdrawal period endsApril 28Last day of classesMay 9Reading dayMay 10Final examsMay 12-16View the Full CalendarFuture TermsSummer 2025Fall 2025Spring 2026Summer 2026Fall 2026Quick LinksRegistrarCourseBookAcademic AdvisingBursarGraduation DatesComet Calendar EventsPast TermsFall 2024Summer 2024Spring 2024Fall 2023Summer 2023Spring 2023Fall 2022Summer 2022Spring 2022Fall 2021Summer 2021Spring 2021Fall 2020Summer 2020Spring 2020Fall 2019Summer 2019Spring 2019Fall 2018Summer 2018Spring 2018Fall 2017Summer 2017Spring 2017Fall 2016Summer 2016Spring 2016Fall 2015Summer 2015Spring 2015
https://www.utdallas.edu/academics/calendar/,Academic Calendar - The University of Texas at Dallas,Full-Term Session,Key EventsDateLast day for regular registrationJan. 16University closed: Martin Luther King Jr. DayJan. 20Classes beginJan. 21End of late registration and last day to add/swapJan. 28Census Day; Last day to drop without a “W”Feb. 5Withdrawal period endsApril 9No classes: Spring breakMarch 17-23Last day of classesMay 9Reading dayMay 10Final examsMay 12-16 First 8-Week SessionKey EventsDateLast day for regular registrationJan. 16University closed: Martin Luther King Jr. DayJan. 20Classes beginJan. 21Census Day; End of late registration and last day to add/swap or drop without a “W”Jan. 28Withdrawal period endsFeb. 24Last day of classesMarch 10Final examsMarch 11-15Second 8-Week SessionKey EventsDateNo classes: Spring breakMarch 17-23Last day for regular registrationMarch 20Classes beginMarch 24Census Day; End of late registration and last day to add/swap or drop without a “W”March 31Withdrawal period endsApril 28Last day of classesMay 9Reading dayMay 10Final examsMay 12-16 Future TermsSummer 2025Fall 2025Spring 2026Summer 2026Fall 2026Quick LinksRegistrarCourseBookAcademic AdvisingBursarGraduation DatesComet Calendar EventsPast TermsFall 2024Summer 2024Spring 2024Fall 2023Summer 2023Spring 2023Fall 2022Summer 2022Spring 2022Fall 2021Summer 2021Spring 2021Fall 2020Summer 2020Spring 2020Fall 2019Summer 2019Spring 2019Fall 2018Summer 2018Spring 2018Fall 2017Summer 2017Spring 2017Fall 2016Summer 2016Spring 2016Fall 2015Summer 2015Spring 2015
https://www.utdallas.edu/academics/calendar/,Academic Calendar - The University of Texas at Dallas,Past Terms,Fall 2024Summer 2024Spring 2024Fall 2023Summer 2023Spring 2023Fall 2022Summer 2022Spring 2022Fall 2021Summer 2021Spring 2021Fall 2020Summer 2020Spring 2020Fall 2019Summer 2019Spring 2019Fall 2018Summer 2018Spring 2018Fall 2017Summer 2017Spring 2017Fall 2016Summer 2016Spring 2016Fall 2015Summer 2015Spring 2015
https://www.utdallas.edu/academics/calendar/,Academic Calendar - The University of Texas at Dallas,Copyright Information,© The University of Texas at DallasQuestions or comments about this page?
https://jindal.utdallas.edu/admission-requirements/,Admission Requirements | Naveen Jindal School of Management,Admission Requirements and Tuition,Please review the requirements and tuition that are applicable for all degree-seeking programs. You need to complete the online application form and pay the application fee by the deadline date for the semester to which you are applying. Please visit theUT Dallas Bursars officefor more information on tuition and fees.
https://jindal.utdallas.edu/admission-requirements/,Admission Requirements | Naveen Jindal School of Management,Admission Details by Program Type,PhD ProgramsExecutive Education ProgramsCertificate Programs
https://jindal.utdallas.edu/about-the-jindal-school-of-management/,About the Jindal School of Management - Naveen Jindal School of Management | The University of Texas at Dallas,Academic Areas,"The Jindal School of Management keeps abreast of corporate and industry needs as an essential component in providing students with rigorous training and relevant skills for professional success. Programs are offered at the bachelor’s, master’s, PhD and Executive levels. Programs focus on six areas of business specialization: AccountingFinance and Managerial EconomicsInformation Systems MarketingOperations ManagementOrganizations, Strategy and International Management"
https://jindal.utdallas.edu/about-the-jindal-school-of-management/,About the Jindal School of Management - Naveen Jindal School of Management | The University of Texas at Dallas,Mission Statement,VisionThe vision of the Naveen Jindal School of Management is to be a leading public business school recognized as an institution of choice in preparing tomorrow’s business leaders while expanding the frontiers of management knowledge. What would you like to learn about next?Inside JindalPerspectives BlogMANAGEMENT MagazinePodcasts
https://jindal.utdallas.edu/about-the-jindal-school-of-management/,About the Jindal School of Management - Naveen Jindal School of Management | The University of Texas at Dallas,Vision,The vision of the Naveen Jindal School of Management is to be a leading public business school recognized as an institution of choice in preparing tomorrow’s business leaders while expanding the frontiers of management knowledge.
https://jindal.utdallas.edu/about-the-jindal-school-of-management/,About the Jindal School of Management - Naveen Jindal School of Management | The University of Texas at Dallas,What would you like to learn about next?,Inside JindalPerspectives BlogMANAGEMENT MagazinePodcasts
https://jindal.utdallas.edu/about-the-jindal-school-of-management/,About the Jindal School of Management - Naveen Jindal School of Management | The University of Texas at Dallas,Academic Areas,"The Jindal School of Management keeps abreast of corporate and industry needs as an essential component in providing students with rigorous training and relevant skills for professional success. Programs are offered at the bachelor’s, master’s, PhD and Executive levels. Programs focus on six areas of business specialization: AccountingFinance and Managerial EconomicsInformation Systems MarketingOperations ManagementOrganizations, Strategy and International Management"
https://jindal.utdallas.edu/about-the-jindal-school-of-management/,About the Jindal School of Management - Naveen Jindal School of Management | The University of Texas at Dallas,Mission Statement,VisionThe vision of the Naveen Jindal School of Management is to be a leading public business school recognized as an institution of choice in preparing tomorrow’s business leaders while expanding the frontiers of management knowledge. What would you like to learn about next?Inside JindalPerspectives BlogMANAGEMENT MagazinePodcasts
https://jindal.utdallas.edu/about-the-jindal-school-of-management/,About the Jindal School of Management - Naveen Jindal School of Management | The University of Texas at Dallas,Vision,The vision of the Naveen Jindal School of Management is to be a leading public business school recognized as an institution of choice in preparing tomorrow’s business leaders while expanding the frontiers of management knowledge.
https://jindal.utdallas.edu/about-the-jindal-school-of-management/,About the Jindal School of Management - Naveen Jindal School of Management | The University of Texas at Dallas,What would you like to learn about next?,Inside JindalPerspectives BlogMANAGEMENT MagazinePodcasts
https://jindal.utdallas.edu/about-the-jindal-school-of-management/community-engagement/,Community Engagement - Naveen Jindal School of Management | The University of Texas at Dallas,Young Scholars Program,The Young Scholars Program (YSP) is a partnership between the Jindal School of Management and the Dallas Independent School District.
https://jindal.utdallas.edu/about-the-jindal-school-of-management/community-engagement/,Community Engagement - Naveen Jindal School of Management | The University of Texas at Dallas,UTDserv,Jindal School undergraduate students apply their classroom knowledge and social skills to provide services in the Dallas-Fort Worth community.
https://jindal.utdallas.edu/about-the-jindal-school-of-management/community-engagement/,Community Engagement - Naveen Jindal School of Management | The University of Texas at Dallas,UTDsolv,"UTDSolv, a business platform of JSOM, can offer new ideas, innovative and alternative solutions to business problems while saving companies time and scarce resources."
https://jindal.utdallas.edu/about-the-jindal-school-of-management/community-engagement/,Community Engagement - Naveen Jindal School of Management | The University of Texas at Dallas,Career Management Center,The Jindal School has a dedicated Career Management Center (CMC) that offers employers a comprehensive set of opportunities to connect with and recruit the best prepared students available for employment opportunities.
https://jindal.utdallas.edu/about-the-jindal-school-of-management/community-engagement/,Community Engagement - Naveen Jindal School of Management | The University of Texas at Dallas,Corporate Relations,The Corporate Relations team at the Naveen Jindal School of Management works with businesses of all sizes and industries to build innovative partnerships by aligning resources with needs.
https://jindal.utdallas.edu/about-the-jindal-school-of-management/community-engagement/,Community Engagement - Naveen Jindal School of Management | The University of Texas at Dallas,Dean’s Advisory Council,"The Jindal School Advisory Council brings together a group of distinguished community leaders, corporations, foundations, friends and alumni with a demonstrated commitment to the mission of the school – to meet the challenges of a rapidly changing, technology-driven global society."
https://jindal.utdallas.edu/about-the-jindal-school-of-management/community-engagement/,Community Engagement - Naveen Jindal School of Management | The University of Texas at Dallas,Discover more about the Jindal School’s community engagement.,"These JSOM publications feature stories about Jindal School students, faculty and staff and their involvement in the community beyond the UT Dallas campus."
https://jindal.utdallas.edu/about-the-jindal-school-of-management/school-leadership/,JSOM Leadership Team | Naveen Jindal School of Management,Leadership at the Naveen Jindal School of Management,"Hasan Pirkul, PhDCaruth Chair, Dean, Naveen Jindal School of ManagementVarghese Jacob, PhDLars Magnus Ericsson Chair, Vice Dean, Naveen Jindal School of ManagementDiane McNulty, PhDAssociate Dean, External Relations, Communications, and Corporate DevelopmentDawn Owens, PhDAssociate Dean for Undergraduate ProgramsMark Thouin, PhDAssociate Dean for Graduate ProgramsGaurav Shekhar, PhDSenior Assistant Dean of the Graduate ProgramsMatt Polze, JDAssociate Dean, Davidson Management Honors ProgramJohn BardenAssociate Dean, Executive EducationDorothee HonhonAssociate Dean, Sustainability & Social ImpactLisa ShatzAssistant Dean and Director, MBA ProgramsTom HendersonAssistant Dean, Undergraduate Academic OperationsDirector, BS Business AdministrationDavid Parks, PhDAssistant Dean, Capstone Senior ProjectsTom KimAssistant Dean, Career ManagementMelissa BettisAssistant Dean of Development and Alumni RelationsEngin CalisirAssistant Dean, Technology and Facilities ServicesSunela ThomasDirector of MS in Business Analytics and Artificial IntelligenceMichelle BellamyDirector of MS in Information Technology ManagementRhonda BushAssistant Dean, Executive EducationDirector, Global Leadership MBA Jindal School Organizational ChartSee Organizational Chart"
https://jindal.utdallas.edu/about-the-jindal-school-of-management/school-leadership/,JSOM Leadership Team | Naveen Jindal School of Management,"Hasan Pirkul, PhD","Caruth Chair, Dean, Naveen Jindal School of Management"
https://jindal.utdallas.edu/about-the-jindal-school-of-management/school-leadership/,JSOM Leadership Team | Naveen Jindal School of Management,"Varghese Jacob, PhD","Lars Magnus Ericsson Chair, Vice Dean, Naveen Jindal School of Management"
https://jindal.utdallas.edu/about-the-jindal-school-of-management/school-leadership/,JSOM Leadership Team | Naveen Jindal School of Management,"Diane McNulty, PhD","Associate Dean, External Relations, Communications, and Corporate Development"
https://jindal.utdallas.edu/about-the-jindal-school-of-management/school-leadership/,JSOM Leadership Team | Naveen Jindal School of Management,Tom Henderson,"Assistant Dean, Undergraduate Academic OperationsDirector, BS Business Administration"
https://jindal.utdallas.edu/about-the-jindal-school-of-management/school-leadership/,JSOM Leadership Team | Naveen Jindal School of Management,Sunela Thomas,Director of MS in Business Analytics and Artificial Intelligence
https://jindal.utdallas.edu/about-the-jindal-school-of-management/school-leadership/,JSOM Leadership Team | Naveen Jindal School of Management,Michelle Bellamy,Director of MS in Information Technology Management
https://jindal.utdallas.edu/about-the-jindal-school-of-management/school-leadership/,JSOM Leadership Team | Naveen Jindal School of Management,Rhonda Bush,"Assistant Dean, Executive EducationDirector, Global Leadership MBA"
https://jindal.utdallas.edu/about-the-jindal-school-of-management/student-experience/,Student Experience - Naveen Jindal School of Management | The University of Texas at Dallas,Welcome to the Jindal School of Management Community,"The Jindal School of Management is not only full of thinkers and innovators; we are also a community of doers. From student organizations to UTDserv to events, competitions and study abroad programs, our students are immersed in experience-based learning and community building at every step of their academic journey."
https://jindal.utdallas.edu/about-the-jindal-school-of-management/student-experience/,Student Experience - Naveen Jindal School of Management | The University of Texas at Dallas,Academic Areas,Community Service at JSOMStudent OrganizationsAcademic Advising Career Management CenterUT Dallas Police Department & University Emergency Medical ResponseGreek Life
https://managementmagazine.utdallas.edu,Home - JSOM Management Magazine | The University of Texas at Dallas,"Message From the Dean, Fall 2024","We are in the middle of another exciting and busy fall semester at the Naveen Jindal School of Management. I am excited to share with you the “big” news; on Oct. 8 we broke ground for our third building. I am pleased to announce that we have designed a beautiful new facility that is going to contain state-of-the-art classrooms, labs and lecture studios."
https://managementmagazine.utdallas.edu,Home - JSOM Management Magazine | The University of Texas at Dallas,A Growing Legacy of Success: JSOM Welcomes Largest Undergraduate Class Yet,"This fall, the Naveen Jindal School of Management welcomed the largest undergraduate class in its history, enrolling more than 5,800 students. With the hallways busier than ever, the school’s growth is not just a trend — it reflects the school’s consistent focus on student success."
https://managementmagazine.utdallas.edu,Home - JSOM Management Magazine | The University of Texas at Dallas,Inaugural JSOM Alumni Reunion Connects Our Community,The Naveen Jindal School of Management held its first ever JSOM Alumni Reunion May 4.
https://managementmagazine.utdallas.edu,Home - JSOM Management Magazine | The University of Texas at Dallas,Key Promotions Made in Strategic Move to Advance Jindal School Graduate Programs,"When Dr. Monica Powell retired this semester from her positions
of graduate dean since 2009 and senior associate dean since 2015 at the
Naveen Jindal School of Management, it created both challenges and
opportunities for Dr. Hasan Pirkul, Caruth Chair and Jindal School dean."
https://managementmagazine.utdallas.edu,Home - JSOM Management Magazine | The University of Texas at Dallas,Senior Associate Dean Monica Powell Retires After Nearly Two Decades at the Jindal School,"Dr. Monica Powell, senior associate dean and graduate dean in
the Naveen Jindal School of Management, retired this fall
after nearly two decades of dedicated service to The University of
Texas at Dallas. On Sept. 3, a retirement celebration was held in
her honor. More than 200 colleagues, friends and family attended
the event, which involved lots of laughter, hugs — and a few tears
on Powell’s part."
https://managementmagazine.utdallas.edu,Home - JSOM Management Magazine | The University of Texas at Dallas,Jindal School Announces Teaching and Staff Award Winners for 2023-2024,"The Teaching Committee in the Jindal School has determined the
winners of the Naveen Jindal School of Management Teaching
Awards for the 2023-2024 academic year. The following individuals
have been chosen as outstanding teachers of the year:"
https://managementmagazine.utdallas.edu,Home - JSOM Management Magazine | The University of Texas at Dallas,Welcome New Members to the JSOM Advisory Council,"Six new members were added to the Naveen Jindal School of Management
Advisory Council this academic year."
https://managementmagazine.utdallas.edu,Home - JSOM Management Magazine | The University of Texas at Dallas,Welcome New Faculty,"The Jindal School welcomes 16 new faculty members, including professors, associate professors and assistant professors in a wide variety of fields and research interests."
https://managementmagazine.utdallas.edu,Home - JSOM Management Magazine | The University of Texas at Dallas,Study of Cross-Border Acquisitions Earns Jindal School Researchers ‘Best Paper’ Award,"A study that investigates the acquisition
strategies of multinational enterprises
from emerging economies (EMNEs) has
earned a faculty member and two PhD alumni
from the Naveen Jindal School of Management
a “Best Paper” award from the International
Management Division of the Academy of
Management. The paper has also been accepted
for publication in an upcoming issue of the
Strategic Management Society’sGlobal
Strategy Journal."
